,Unnamed: 0,Symbol,Name,Sector,2019-10-04,2019-10-11,2019-10-18,2019-10-25,2019-11-01,2019-11-08,2019-11-15,2019-11-22,2019-11-29,2019-12-06,2019-12-13,2019-12-20,2019-12-27,2020-01-03,2020-01-10,2020-01-17,2020-01-24,2020-01-31,2020-02-07,2020-02-14,2020-02-21,2020-02-28,2020-03-06,2020-03-13,2020-03-20,2020-03-27,2020-04-03,2020-04-10,2020-04-17,2020-04-24
77,81,BMY,Bristol-Myers Squibb,Health Care,50.7500,51.6100,53.0300,54.9800,57.1600,58.0200,58.5900,56.4500,56.9400,59.9500,63.8200,63.5100,64.1400,62.7800,65.2300,66.7200,64.1600,62.9500,66.2500,66.3800,65.6300,59.0600,60.3100,54.9900,48.4000,52.7900,55.5300,,60.6000,62.2500
78,82,AVGO,Broadcom,Information Technology,281.4300,280.9100,286.7300,289.8200,296.5900,313.4100,312.9100,314.9200,316.2100,316.0500,315.4200,319.0000,316.5300,314.1900,299.2200,308.7900,324.0000,305.1600,315.2300,317.7700,304.5000,272.6200,269.4500,234.2200,192.2200,230.6900,234.2600,,265.8800,264.8100
79,84,CHRW,C. H. Robinson Worldwide,Industrials,83.2900,85.2500,86.5550,90.1100,74.7000,78.0600,74.7200,75.5900,76.8500,76.0200,76.5500,76.8000,77.9300,77.7400,80.1200,80.7400,79.6200,72.2200,74.3800,72.0100,74.5500,68.9000,66.0800,62.3700,63.9100,62.5100,68.1500,,74.2300,72.2800
80,86,COG,Cabot Oil & Gas,Energy,17.9800,17.5600,17.9500,18.8100,18.4300,18.3700,18.1700,16.3900,15.9400,16.0800,16.1000,17.4100,17.2200,17.2800,17.4900,16.8100,14.6400,14.0900,14.6400,14.8000,14.8900,13.9300,16.3700,18.3700,14.9200,16.2400,17.3500,,20.9600,20.4400
81,87,CDNS,Cadence Design Systems,Information Technology,65.9100,65.9000,65.6000,65.1000,65.4800,67.1000,67.4800,67.1950,70.2500,67.1800,67.9200,70.0900,70.2900,70.4200,73.0300,73.7300,74.5800,72.1100,73.5500,78.7600,74.7300,66.1400,64.7300,62.4700,55.0800,62.2800,63.9300,,78.6500,80.5200
82,88,CPB,Campbell Soup,Consumer Staples,47.3400,46.8700,47.5600,46.4600,46.5400,46.2500,47.2800,46.8300,46.5700,47.7500,47.8600,49.1700,49.4600,48.4300,47.7300,48.0200,48.7900,48.3900,48.8800,48.6400,47.9600,45.1200,51.7600,49.2800,45.3000,44.1900,49.5300,,50.3400,50.7500
83,89,COF,Capital One Financial,Financials,87.3200,88.8200,89.8000,93.2500,95.2500,97.2600,97.3800,98.1000,100.0100,101.3800,104.3700,103.3700,103.0000,102.0000,101.5500,104.1300,104.3000,99.8000,101.8000,102.6400,101.1500,88.2600,82.2900,72.8400,45.0100,55.3000,42.2700,,54.6300,56.1500
84,90,CAH,Cardinal Health Inc.,Health Care,46.0700,46.9200,51.5400,50.0500,50.4400,53.7500,56.2400,55.6900,55.0300,54.8700,53.6600,51.8000,51.5000,49.3600,50.6300,53.9300,53.8200,51.2100,58.2400,59.6200,59.7200,52.1200,51.2700,47.6200,43.3300,44.3800,46.6100,,51.2300,50.3200
85,91,KMX,Carmax Inc,Consumer Discretionary,85.6000,90.5300,94.2800,94.7700,94.8600,93.8800,98.0000,97.5800,97.2600,97.3700,97.8800,92.7100,88.4000,87.2600,89.0900,95.6800,96.7300,97.0400,96.3000,98.8100,101.2100,87.3100,85.0000,69.1900,44.2700,58.9300,48.6000,,65.2200,70.9600
86,92,CCL,Carnival Corp.,Consumer Discretionary,41.1400,41.5500,42.7900,44.5700,42.9500,45.0500,44.8500,43.6800,45.0800,44.7700,47.4500,50.2100,51.3300,49.8900,48.8500,51.9000,47.5200,43.5300,42.2000,42.6000,41.6900,33.4600,27.1500,17.5800,12.0000,14.4100,8.4900,,12.5600,11.9100
87,93,CAT,Caterpillar Inc.,Industrials,121.0400,128.4000,130.7100,139.7300,144.4900,148.1600,145.3100,143.8800,144.7300,142.7200,145.5300,147.5700,148.2800,148.4400,146.1300,147.7800,140.3800,131.3500,133.3700,137.9900,137.2100,124.2400,121.4100,99.6400,95.5000,105.4400,114.6700,,116.3000,114.0400
88,94,CBOE,Cboe Global Markets,Financials,116.2800,115.6000,116.7700,114.1000,114.8500,114.8800,119.4900,123.7700,118.9000,120.5900,115.5000,119.0200,118.8400,121.3300,115.8500,116.5300,119.8100,123.2200,122.5400,125.6300,122.6100,114.0000,116.7700,94.8000,79.6900,90.8900,89.6200,,102.0000,96.5200
89,95,CBRE,CBRE Group,Real Estate,50.6700,51.8200,52.2100,52.6100,54.7900,54.8900,56.4400,54.9100,57.0200,58.5000,58.2600,60.6400,60.9500,60.9700,60.2400,61.0300,60.7700,61.0500,64.0300,63.9600,62.7300,56.1400,54.5800,46.3800,34.2600,39.2000,35.5000,,44.5000,39.9900
90,98,CNC,Centene Corporation,Health Care,43.5700,44.2700,46.8800,48.2300,52.1300,55.0600,57.5600,59.4500,60.4700,60.9800,57.7100,61.9300,63.6500,61.1600,64.4800,64.5400,66.6100,62.8100,63.1600,64.9400,65.4900,53.0200,58.5600,63.5700,48.8500,55.1000,54.6000,,71.2900,70.5800
91,99,CNP,CenterPoint Energy,Utilities,29.2500,28.2700,28.6400,29.5400,29.0200,28.7800,25.4800,24.7500,24.5600,25.0200,25.9400,26.7300,26.9100,26.7900,26.3000,27.0500,26.4600,26.4800,26.7200,27.1800,25.2700,23.0200,21.5500,15.5500,12.4800,16.3000,13.4400,,16.5300,16.6800
92,100,CTL,CenturyLink Inc,Telecommunication Services,11.5400,11.7300,12.4400,12.8900,13.3200,14.7900,14.9700,14.9700,14.4900,14.1600,13.6000,13.2200,13.4200,12.5900,12.9900,14.0600,14.7100,13.6600,14.5300,13.9000,13.2200,12.0700,11.9700,10.1200,9.1000,9.0600,9.1100,,10.2500,10.2100
93,101,CERN,Cerner,Health Care,66.8200,67.5800,67.7600,66.4300,67.5300,67.3100,68.4000,69.4400,71.5900,71.2900,72.2300,73.2600,73.2800,73.8300,73.4800,75.8600,74.4600,71.8300,78.9300,77.0700,76.0700,69.2700,73.3600,64.4300,56.5500,60.0100,62.2700,,70.0100,72.7500
94,102,CF,CF Industries Holdings Inc,Materials,48.7800,50.6200,47.7700,46.1400,46.2700,46.6300,45.9300,44.9500,46.2100,45.3400,45.1400,48.2800,47.5500,46.0800,44.7700,46.1400,40.9300,40.2800,42.1700,38.3000,39.3500,36.8600,36.8400,27.6800,22.2500,25.5500,25.7700,,28.2900,28.0000
95,103,SCHW,Charles Schwab Corporation,Financials,35.6700,37.2800,39.9400,40.9800,41.7800,43.5400,44.3500,48.2000,49.5000,48.9500,49.9500,48.1200,48.3400,47.0100,47.8000,48.3400,47.1500,45.5500,47.3100,47.2300,46.1900,40.7500,34.1300,33.8700,30.7500,33.6100,33.6000,,35.7900,35.4000
96,104,CHTR,Charter Communications,Consumer Discretionary,427.7200,423.1600,440.0500,462.1900,476.4800,469.7500,475.6000,468.5000,470.0100,467.8500,475.2700,476.2200,483.6900,494.4700,505.0300,502.7300,504.6700,517.4600,525.2100,534.8900,535.3400,493.1700,496.7200,454.1900,371.7000,439.7000,433.8000,,499.4200,508.5500
97,105,CVX,Chevron Corp.,Energy,113.8500,116.1500,114.7400,118.6700,116.2100,120.9300,120.6400,118.6300,117.1300,118.0100,117.9600,119.6800,120.3000,121.0100,116.4400,115.5800,111.8500,107.1400,108.9400,110.0800,109.0100,93.3400,95.3200,83.4200,59.3900,68.7800,75.1100,,87.1700,87.0100
98,106,CMG,Chipotle Mexican Grill,Consumer Discretionary,823.9300,830.3500,841.4800,787.8700,768.6300,731.6200,754.6600,772.6100,813.9200,822.4800,815.3200,834.5300,836.7900,865.1300,857.7700,878.1500,869.7100,866.7600,864.2200,921.9400,920.1400,773.5800,723.0800,630.3600,566.0000,635.0300,611.0100,,820.2700,882.4700
99,107,CB,Chubb Limited,Financials,162.0600,155.1000,152.6900,149.1400,150.4400,151.5100,151.2900,151.1300,151.4800,152.2000,154.6400,155.5400,155.8200,155.7800,150.9900,153.6900,152.0100,151.9900,162.7300,164.5600,163.7500,145.0300,144.8200,121.8600,101.5600,108.4100,102.8200,,118.7900,104.0200
100,108,CHD,Church & Dwight,Consumer Staples,76.0500,74.1200,73.8900,74.8900,68.7800,67.5800,67.3600,68.8400,70.2400,70.2500,69.9900,70.2500,70.7000,70.2700,70.1000,72.0000,71.3100,74.2200,74.4900,76.4300,76.6100,69.5200,74.6800,63.2900,65.7500,61.9700,67.6500,,73.5500,71.3500
101,109,CI,CIGNA Corp.,Health Care,150.7400,152.4000,166.8800,171.4900,179.5100,188.2000,196.0100,201.8500,199.9200,198.9300,189.8700,204.5900,204.0000,203.1800,210.2800,212.5200,206.0100,192.3800,208.9200,220.3400,217.1900,182.9400,195.5200,179.8700,142.0900,161.2900,163.8400,,194.1300,188.2000
102,110,XEC,Cimarex Energy,Energy,46.6300,45.3200,41.3300,45.9900,43.9800,46.5400,46.8600,46.6900,45.9700,47.8400,48.0700,51.2000,51.9100,53.4000,54.0100,51.2800,47.1500,43.8900,43.0600,39.3500,42.4900,33.0500,24.3900,18.1000,14.8000,15.9400,16.8900,,20.5300,22.9200
103,111,CINF,Cincinnati Financial,Financials,117.4100,116.1300,115.7200,111.6500,112.1000,108.7000,107.1000,105.7500,107.0500,105.3700,105.4500,104.1300,103.9000,106.5000,104.7000,107.3100,106.0150,104.9500,112.8300,115.2100,111.3200,93.2400,98.2100,90.5800,75.0300,75.9500,71.0300,,85.8000,78.5300
104,112,CTAS,Cintas Corporation,Industrials,262.8600,267.6100,269.3100,270.3400,268.8900,260.8800,256.1200,254.0900,257.0600,256.2200,261.8100,271.5000,269.0100,269.5700,278.8400,284.2300,283.4400,278.9700,291.5800,300.8800,293.3600,266.7400,272.3200,243.5800,175.0900,181.5700,164.2300,,204.1600,200.1800
105,113,CSCO,Cisco Systems,Information Technology,47.5200,46.5600,46.7100,46.9000,47.0300,48.8300,45.0900,44.8500,45.3100,43.8400,45.3000,47.4500,47.7700,47.6300,47.1300,49.0200,48.8500,45.9700,47.9700,46.9700,46.2950,39.9300,39.6800,37.6400,35.6000,38.8200,39.0600,,42.4800,42.5200
106,114,C,Citigroup Inc.,Financials,68.1800,70.1000,69.7400,73.1700,73.8400,76.1200,74.4000,74.8700,75.1200,75.8100,76.3900,78.5100,79.6700,79.7000,79.2500,81.1200,78.4200,74.4100,78.6900,78.7900,76.4400,63.4600,61.2800,51.0400,38.0600,43.8000,37.4900,,45.4500,43.1000
107,115,CFG,Citizens Financial Group,Financials,33.7600,34.4800,35.3200,35.8500,36.0500,38.5200,38.0000,38.5900,38.4600,39.0300,40.1200,40.5400,40.4800,39.9100,39.5200,40.8700,39.1300,37.2800,38.4200,38.6700,37.6100,31.6900,27.9800,23.6600,17.5200,19.9600,16.9400,,19.8700,20.6000
108,116,CTXS,Citrix Systems,Information Technology,96.5100,98.2200,101.5200,105.6400,109.5400,110.7300,112.5900,113.7500,112.8100,110.6200,110.3500,111.0600,110.7900,111.8200,113.7400,117.2200,128.2600,121.2200,121.0800,122.0300,116.0800,103.3900,117.9100,113.6700,119.3300,140.0400,141.3300,,150.4100,146.0400
109,117,CME,CME Group Inc.,Financials,216.0200,212.8300,213.1700,200.4600,201.5100,198.1700,204.2000,206.9000,202.7300,205.9600,204.5900,202.5200,202.7800,204.5500,205.0900,206.8600,209.2400,217.1100,213.2000,213.1300,208.8300,198.8200,216.2600,182.0100,158.4100,171.3400,173.7400,,191.6200,182.7200
110,118,CMS,CMS Energy,Utilities,64.9200,63.8800,64.0100,63.6500,63.3400,59.6100,60.9000,61.7600,61.3000,61.4600,60.9900,63.1000,62.5400,62.3100,63.0600,65.6500,67.4900,68.5100,67.1400,68.5100,68.4500,60.4200,67.8900,62.3900,49.5500,58.2300,54.5500,,63.1700,59.4000
111,119,KO,Coca-Cola Company (The),Consumer Staples,54.5400,53.3000,54.7800,53.7500,53.9000,52.2100,52.6700,53.0300,53.4000,54.4200,54.4200,54.9700,55.3500,54.6900,55.5300,56.9400,57.6800,58.4000,59.1900,59.9500,60.1300,53.4900,55.2600,48.4700,38.3000,42.8100,43.8300,,48.0600,45.4300
112,120,CTSH,Cognizant Technology Solutions,Information Technology,60.5100,60.6100,60.6400,60.4600,61.2300,62.8600,63.3800,63.1900,64.1100,62.6600,61.6400,63.2200,62.1600,61.3600,60.6400,62.7700,62.4200,61.3800,69.5900,68.4200,70.0900,60.9300,58.2400,52.6200,44.1000,46.6600,43.4000,,53.8100,53.8100
113,121,CL,Colgate-Palmolive,Consumer Staples,72.0700,70.5100,68.0300,68.4100,66.8100,66.6300,66.3700,66.7100,67.8200,68.2400,68.6900,68.8500,69.1800,68.0200,70.1500,71.1800,70.3000,73.7800,76.0300,76.6900,76.2700,67.5700,72.5100,69.1000,62.0800,65.2600,67.6200,,73.4200,71.4000
114,122,CMCSA,Comcast Corp.,Consumer Discretionary,44.7100,45.5500,45.5700,45.6500,44.7500,45.1900,44.5600,44.8000,44.1500,44.2400,43.5800,44.0900,45.1000,45.0100,44.9800,47.5000,44.5900,43.1900,44.7400,46.0900,45.8200,40.4300,40.3700,39.3300,33.3700,34.5700,33.9500,,38.0800,37.1600
115,123,CMA,Comerica Inc.,Financials,63.9100,65.3600,65.4500,65.5900,67.6200,71.8300,69.9600,69.9100,70.4100,71.3700,71.9300,71.8100,71.2400,70.6600,68.4200,68.7200,64.7300,61.1600,62.0600,62.7600,62.4800,52.6400,44.8100,38.6700,28.9300,32.8700,27.3400,,30.0000,32.1300
116,124,CAG,Conagra Brands,Consumer Staples,28.8600,28.4100,27.1500,26.9200,27.4700,27.4400,28.8100,28.7300,28.8700,28.9000,28.3800,35.0700,34.1800,33.3400,31.8300,33.3300,32.2800,32.9200,31.9500,32.6900,29.5900,26.6900,28.2500,24.7900,26.0500,27.9200,31.2100,,33.5800,34.1800
117,125,CXO,Concho Resources,Energy,64.6000,65.7400,62.4500,65.8200,69.3000,72.7500,73.1600,73.3500,72.5600,76.5000,78.7500,83.5100,85.3700,90.2000,89.0800,90.1000,82.5500,75.7800,79.0900,77.9300,79.3800,68.0200,58.0000,46.8700,40.5600,42.1100,47.7800,,51.9400,53.0900
118,126,COP,ConocoPhillips,Energy,53.5000,56.4300,53.9500,56.3500,57.1500,59.1600,58.2500,59.9000,59.9400,61.9700,62.7000,63.7200,64.9800,65.7000,65.4200,65.0700,62.6200,59.4300,57.9900,58.6200,58.4400,48.4200,45.3300,31.3800,26.8400,29.2500,32.9100,,35.2600,36.0900
119,127,ED,Consolidated Edison,Utilities,94.1400,92.2200,91.4900,93.3200,91.1200,87.9200,87.7300,86.1900,86.8900,86.7900,87.8300,90.6300,89.9400,88.6300,87.4900,90.2400,93.6100,94.0000,92.7800,94.3000,90.1800,78.8200,87.9000,88.0700,72.5900,77.9000,77.9000,,89.5600,82.6400
120,128,STZ,Constellation Brands,Consumer Staples,193.7400,193.0800,197.0200,195.8400,191.0000,187.5600,179.6500,181.2200,186.0600,183.6500,182.0600,188.9000,189.2300,189.5300,188.3800,189.9500,191.5600,188.3000,200.3400,203.8300,207.4000,172.3800,179.0700,132.9800,119.7000,144.8800,132.1700,,162.7000,158.8300
121,129,GLW,Corning Inc.,Information Technology,28.0200,29.0600,29.3300,30.5100,29.5800,30.3700,29.3500,29.0200,29.0400,27.8900,28.7400,29.0100,28.7900,29.6000,30.1100,30.0600,29.3600,26.6900,27.6800,28.5900,27.9600,23.8600,24.8800,22.8000,18.8600,20.7400,17.9100,,20.7200,20.7800
122,130,COST,Costco Wholesale Corp.,Consumer Staples,291.6700,297.6000,302.8600,296.5000,296.0900,302.6200,303.6600,299.3100,299.8100,294.9450,291.8700,294.8300,294.1100,291.7300,297.2400,304.6800,310.5100,305.5200,313.6300,318.3100,321.9500,281.1400,311.3400,302.2700,290.4200,284.3300,288.6500,,317.9200,310.5500
123,131,COTY,"Coty, Inc",Consumer Staples,10.3300,10.5700,10.1200,11.7600,11.6700,12.8400,11.9100,11.5300,11.5400,11.8700,11.0800,11.4800,10.9700,11.0600,10.6000,11.0300,10.5400,10.2600,12.0300,11.4100,11.2400,9.2300,8.6000,7.7700,4.4800,6.3100,4.6000,,5.7500,6.2700
124,132,CCI,Crown Castle International Corp.,Real Estate,137.9200,136.6800,144.0600,141.0000,137.4200,130.8100,134.6800,132.3200,133.6600,135.4600,132.6800,142.0000,141.0800,142.4600,142.4000,145.2500,149.9000,149.8400,150.4900,165.9700,168.0600,143.2900,160.8200,155.0900,128.0600,136.8900,145.6200,,167.0500,161.6100
125,134,CSX,CSX Corp.,Industrials,66.7100,69.0500,68.6700,72.3200,72.2700,74.0300,71.6100,70.5100,71.5400,71.2700,72.7800,73.1800,72.8500,72.8900,73.3600,76.4000,76.7000,76.3400,77.8700,79.5900,79.5600,70.4500,68.2500,57.9400,49.8700,56.2900,56.7700,,62.7700,63.8200
126,135,CMI,Cummins Inc.,Industrials,157.8600,162.7600,170.2800,178.5200,176.5700,186.2700,184.0000,180.1500,182.8600,180.4100,182.4800,181.1100,180.7000,176.8100,171.4300,173.8000,169.1500,159.9700,160.8000,166.7800,167.4600,151.2900,148.6000,136.8400,116.4800,131.6600,132.2700,,149.1800,147.7700
127,136,CVS,CVS Health,Consumer Staples,62.2400,62.9400,66.1600,65.1000,67.2400,72.4700,74.2900,75.3100,75.2700,75.3600,73.5900,74.5800,74.4000,73.5700,72.1100,76.0200,71.4300,67.8200,71.5600,71.3700,71.5100,59.1800,64.1500,59.6400,54.7000,58.6000,55.7200,,63.3600,62.3100
128,137,DHI,D. R. Horton,Consumer Discretionary,52.5400,51.9900,53.9700,53.7100,53.3000,51.1500,53.5000,54.1100,55.3500,54.2000,54.8100,53.6900,52.9100,52.9600,53.7700,55.7100,58.5100,59.2000,60.7000,61.8100,61.8800,53.2700,54.8000,39.3000,31.3800,36.8800,32.1400,,39.8800,40.9400
129,138,DHR,Danaher Corp.,Health Care,141.6500,138.7200,138.0100,135.8700,136.5700,135.2300,142.9900,143.3200,145.9800,148.2200,148.5200,152.8500,152.8800,154.1500,158.1200,163.0600,162.2500,160.8700,161.9900,165.9500,161.8800,144.5800,148.4300,141.3900,123.8100,138.5800,135.1500,,156.5300,165.0700
130,139,DRI,Darden Restaurants,Consumer Discretionary,116.4200,113.0400,110.4500,112.3700,112.1700,114.9100,112.6000,114.6700,118.4400,119.8300,115.5800,110.2400,108.0100,112.3800,114.5500,113.5200,117.0900,116.4300,120.7100,121.7100,121.1000,97.5000,88.1500,65.3200,39.0000,54.6600,45.4800,,63.3500,68.8200
131,140,DVA,DaVita Inc.,Health Care,56.0000,56.4400,58.6900,57.8300,59.5400,69.8500,70.8300,72.4800,71.7700,72.7000,72.7100,73.7000,74.7500,75.0800,75.9500,79.4700,83.1900,79.8700,81.3400,85.9800,84.0900,77.6200,81.8400,75.9500,64.9900,73.0900,65.5200,,78.1600,74.0000
132,141,DE,Deere & Co.,Industrials,167.6900,170.9500,173.9200,173.1100,176.1100,178.3600,174.4800,175.3800,168.0500,165.2100,172.5000,174.6500,175.8100,175.5500,173.4300,176.2000,170.1200,158.5800,167.4500,168.0700,177.4300,156.4800,164.0400,138.9600,111.6300,135.1100,135.5200,,138.4600,138.6300
133,142,DAL,Delta Air Lines Inc.,Industrials,53.8100,52.9500,53.8300,54.6000,56.0200,57.5800,56.8500,56.1100,57.3100,56.1400,56.7300,58.9700,59.0800,58.0600,59.2400,62.0300,58.8100,55.7400,57.9200,58.9000,57.8700,46.1300,45.8900,38.3600,21.3500,29.5500,22.4800,,24.2700,22.4100
134,143,XRAY,Dentsply Sirona,Health Care,53.6300,54.1100,54.9000,53.0750,55.4500,57.4200,56.6300,57.2700,56.5400,58.0500,56.3800,56.8500,56.8400,56.3000,57.7900,59.9600,59.6600,56.0000,57.1000,57.8500,56.8500,49.2400,44.7300,40.4600,32.8200,37.9300,35.4500,,40.8600,39.3100
135,144,DVN,Devon Energy Corp.,Energy,22.6000,21.2600,19.8000,21.4700,21.1700,22.9100,22.5600,22.7700,21.8900,23.1400,23.4800,25.4700,25.7300,26.1000,25.1000,25.8500,23.9500,21.7200,22.9700,22.8200,20.9700,16.2400,13.3700,8.7000,6.0800,6.2900,8.3800,,9.2200,10.5200
136,145,DLR,Digital Realty Trust Inc,Real Estate,130.2700,129.3100,132.9800,132.8200,126.8000,116.5700,118.8700,119.6000,120.9500,118.3700,113.7100,118.0200,118.1800,119.9400,120.3700,124.4400,128.2600,122.9900,123.2800,131.5000,138.1300,120.1100,128.2400,143.3400,121.2000,132.8500,136.4900,,149.2000,150.0300
137,146,DFS,Discover Financial Services,Financials,77.8900,77.3600,78.9400,80.1400,81.7200,84.7100,84.5200,83.8700,84.8700,84.3100,86.6800,86.7000,84.9500,83.8800,82.6800,84.4400,76.2900,75.1300,75.2900,76.4200,75.3200,65.5800,62.5800,51.7600,25.2500,38.4100,28.5300,,35.0400,36.2300
138,147,DISCA,Discovery Inc. Class A,Consumer Discretionary,27.0100,27.9700,27.7100,27.5700,27.2600,30.9050,29.7200,32.5350,32.9400,32.0400,32.3400,32.9500,33.1300,32.0300,31.8500,32.4300,30.3200,29.2600,29.7900,30.2100,29.2050,25.7000,25.4400,22.8900,18.7600,19.0300,18.3600,,22.1400,21.0200
139,148,DISCK,Discovery Inc. Class C,Consumer Discretionary,25.1600,26.0950,25.9000,25.6000,25.4900,28.6150,27.8800,30.3100,30.5200,29.8900,30.0600,30.7800,30.7600,30.0150,29.8800,30.4800,28.6450,27.7700,28.3500,28.7300,27.9300,25.1000,24.0700,21.2850,16.8700,17.1600,16.8400,,20.2000,19.1400
140,149,DISH,Dish Network,Consumer Discretionary,33.0850,34.0600,34.7700,34.7600,34.8600,35.3200,35.9500,36.3000,34.1700,33.5900,34.1250,36.0600,35.9500,35.8800,35.3600,36.7900,36.7400,36.7600,36.7800,39.9700,40.7300,33.5200,29.2100,21.5900,19.9700,20.9800,18.9800,,22.5200,23.4000
141,150,DG,Dollar General,Consumer Discretionary,160.9700,162.2500,164.4100,162.1800,159.9000,157.8600,160.1400,159.7900,157.3600,154.7200,154.6300,156.7100,156.6500,155.3900,153.2200,157.9900,154.3400,153.4100,154.9700,158.0300,166.8800,150.3000,158.3800,145.8100,140.1300,146.1200,162.2000,,182.1100,175.9800
142,151,DLTR,Dollar Tree,Consumer Discretionary,115.7250,115.1900,116.9800,114.5500,111.7400,110.3500,108.8500,109.0400,91.4600,92.2400,93.5900,94.0600,92.8400,93.0300,91.3500,91.5500,87.7100,87.0700,87.1400,88.6800,93.8900,83.0300,80.2400,74.7000,75.9700,77.0500,70.2400,,81.7300,74.5400
143,152,D,Dominion Energy,Utilities,81.7000,81.9000,82.1600,81.8900,83.2700,80.2800,82.1100,83.2400,83.1100,81.0000,80.8800,82.3200,82.0000,81.7600,82.0700,84.0500,84.0000,85.7500,84.8100,87.4600,89.3800,78.1800,86.7000,78.2900,67.2200,73.0700,69.5500,,81.5100,77.9200
144,153,DOV,Dover Corp.,Industrials,95.0000,97.3600,102.2200,103.6500,106.6300,109.3500,109.4700,109.4800,111.4800,112.5900,113.6500,114.9900,115.4700,115.7800,115.7700,119.5300,117.1100,113.8500,117.3100,119.8600,119.4400,102.7400,101.4900,90.7500,66.1300,81.9500,77.3600,,88.4900,90.9700
145,156,DTE,DTE Energy Co.,Utilities,132.2400,129.8900,127.3400,128.2100,127.0000,120.4900,123.8400,123.4400,124.9400,125.2300,124.8600,129.8600,128.8800,129.0100,128.9400,133.8300,132.7600,132.6100,133.6100,134.0200,134.9600,111.6700,116.1200,96.4400,83.0000,97.5300,87.1300,,105.8500,103.0200
146,157,DUK,Duke Energy,Utilities,97.1700,95.9700,95.3500,95.4300,94.3800,89.9500,88.5800,87.1400,88.1700,89.7600,90.1000,90.6200,90.9700,90.4000,90.4400,93.7200,96.2800,97.6300,96.2700,101.2800,102.4300,91.7000,99.0500,85.7700,68.4000,80.1900,76.0200,,90.1000,85.6900
147,158,DRE,Duke Realty Corp,Real Estate,34.2600,33.5500,33.9700,34.5600,35.3400,34.5900,35.1500,34.6300,35.1800,35.1700,34.2100,34.2400,34.3400,35.0000,34.9200,35.6700,36.1000,36.3100,36.6300,38.4800,38.8300,32.4700,33.9500,31.8800,26.9900,32.0800,29.5900,,34.9200,34.3000
148,159,DXC,DXC Technology,Information Technology,27.2700,28.0300,26.4400,28.3100,28.3700,30.0800,37.2300,35.8400,37.3300,37.3600,37.5200,37.5800,36.6500,35.2300,35.7400,35.6000,34.4800,31.8800,32.7000,30.8200,29.2500,24.1100,19.0300,15.1400,11.6700,14.2400,11.6700,,15.3300,15.9200
149,160,ETFC,E*Trade,Financials,36.4000,39.4800,40.8500,41.0500,42.5500,43.4800,44.9500,42.3800,44.3000,45.8100,45.1500,45.7000,45.5800,45.4000,46.3000,46.7400,45.6300,42.6200,43.6100,44.1900,53.3500,45.7800,42.2000,36.1100,28.9800,33.9800,34.2900,,39.8700,38.6600
150,161,EMN,Eastman Chemical,Materials,71.0700,72.6100,73.0900,76.2800,78.9700,83.9000,79.6700,77.5900,78.3700,77.5000,78.5700,78.5700,78.3400,75.9500,74.7900,77.4500,73.1700,71.2700,72.3800,74.7300,73.6000,61.5100,57.7800,46.3100,40.8100,46.4700,45.0900,,55.1000,57.2700
151,162,ETN,Eaton Corporation,Industrials,79.3200,81.3600,82.5600,85.6200,88.6100,92.2200,91.7900,90.7400,92.5000,93.0800,93.6000,94.4000,94.9900,95.1600,94.9800,95.6800,96.8400,94.4700,101.9600,103.5500,104.9300,90.7200,92.7700,85.5600,64.9300,74.5400,71.2500,,79.2600,78.8600
152,163,EBAY,eBay Inc.,Information Technology,38.3100,38.5500,38.8200,35.8400,35.2500,35.1400,35.2700,35.1200,35.5200,34.8600,35.4800,36.1900,36.0700,35.9600,34.8900,35.8200,35.3600,33.5600,36.2000,38.1400,38.2000,34.6400,36.3900,33.9900,27.5800,30.1800,29.4100,,37.4550,39.3500
153,164,ECL,Ecolab Inc.,Materials,194.6200,194.7400,193.8200,191.9400,190.9800,190.3900,191.7400,182.5100,186.6700,186.4100,185.5000,191.2200,191.6800,189.3200,188.9300,195.5800,198.0100,196.1100,205.6400,207.3100,207.5000,180.4500,194.4100,180.0700,141.8800,157.4800,147.2600,,178.7500,180.0800
154,165,EIX,Edison Int'l,Utilities,75.5900,71.3300,70.5200,66.0500,65.5800,66.3000,70.1000,71.2500,69.1000,71.3700,72.6900,75.1900,75.2200,74.7800,75.5000,76.9600,76.9200,76.5500,77.0000,77.1400,77.5700,67.1900,67.5900,53.2500,46.8600,55.3600,49.3600,,62.0600,59.2500
155,166,EW,Edwards Lifesciences,Health Care,229.4000,227.1100,227.4600,228.2100,236.7400,234.1600,245.6400,240.8000,244.9400,238.9800,232.6400,236.3900,234.6100,231.6300,232.8400,238.6400,230.4500,219.8600,232.4100,230.5500,231.2500,204.8400,205.8500,185.5000,166.4500,198.1500,189.0700,,228.4100,223.4800
156,167,EA,Electronic Arts,Information Technology,95.6100,94.1900,95.1300,96.3100,95.3000,98.2700,97.5400,99.1900,101.0100,103.2300,104.5500,107.9500,108.4300,107.2000,108.5900,112.9300,112.3300,107.9200,109.0900,109.6900,108.0100,101.3700,107.6700,97.0600,86.9400,95.3700,102.8300,,115.1500,116.3100
157,168,EMR,Emerson Electric Company,Industrials,65.1900,67.0400,68.6500,70.8200,71.7900,73.8800,73.5300,73.6600,73.8600,75.0900,75.9800,76.2700,76.5100,76.4200,76.9400,77.7800,76.7000,71.6300,73.7700,73.5100,72.0900,64.1100,62.1400,50.3300,44.0900,45.5800,45.7200,,50.5400,53.8200
